series_id,industry,metric,year,period,value
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M10,1.2
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M09,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M08,1.2
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M07,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M06,1.2
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M05,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M04,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M03,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M02,1.2
JTS000000000000000LDR,Total Nonfarm,layoffs,2025,M01,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M12,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M11,1.2
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M10,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M09,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M08,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M07,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M06,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M05,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M04,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M03,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M02,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2024,M01,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M12,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M11,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M10,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M09,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M08,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M07,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M06,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M05,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M04,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M03,1.2
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M02,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2023,M01,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M12,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M11,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M10,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M09,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M08,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M07,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M06,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M05,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M04,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M03,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M02,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2022,M01,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M12,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M11,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M10,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M09,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M08,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M07,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M06,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M05,0.9
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M04,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M03,1.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M02,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2021,M01,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M12,1.3
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M11,1.5
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M10,1.2
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M09,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M08,1.1
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M07,1.3
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M06,1.6
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M05,1.6
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M04,7.0
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M03,8.6
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M02,1.3
JTS000000000000000LDR,Total Nonfarm,layoffs,2020,M01,1.2
JTS300000000000000TSR,Manufacturing,hires,2026,M03,2.2
JTS300000000000000TSR,Manufacturing,hires,2026,M02,2.3
JTS300000000000000TSR,Manufacturing,hires,2026,M01,2.3
JTS300000000000000TSR,Manufacturing,hires,2025,M12,2.4
JTS300000000000000TSR,Manufacturing,hires,2025,M11,2.3
JTS300000000000000TSR,Manufacturing,hires,2025,M10,2.5
JTS300000000000000TSR,Manufacturing,hires,2025,M09,2.4
JTS300000000000000TSR,Manufacturing,hires,2025,M08,2.4
JTS300000000000000TSR,Manufacturing,hires,2025,M07,2.4
JTS300000000000000TSR,Manufacturing,hires,2025,M06,2.4
JTS300000000000000TSR,Manufacturing,hires,2025,M05,2.2
JTS300000000000000TSR,Manufacturing,hires,2025,M04,2.5
JTS300000000000000TSR,Manufacturing,hires,2025,M03,2.5
JTS300000000000000TSR,Manufacturing,hires,2025,M02,2.5
JTS300000000000000TSR,Manufacturing,hires,2025,M01,2.6
JTS300000000000000TSR,Manufacturing,hires,2024,M12,2.5
JTS300000000000000TSR,Manufacturing,hires,2024,M11,2.6
JTS300000000000000TSR,Manufacturing,hires,2024,M10,2.6
JTS300000000000000TSR,Manufacturing,hires,2024,M09,2.9
JTS300000000000000TSR,Manufacturing,hires,2024,M08,2.7
JTS300000000000000TSR,Manufacturing,hires,2024,M07,2.7
JTS300000000000000TSR,Manufacturing,hires,2024,M06,2.7
JTS300000000000000TSR,Manufacturing,hires,2024,M05,2.8
JTS300000000000000TSR,Manufacturing,hires,2024,M04,2.9
JTS300000000000000TSR,Manufacturing,hires,2024,M03,2.6
JTS300000000000000TSR,Manufacturing,hires,2024,M02,2.7
JTS300000000000000TSR,Manufacturing,hires,2024,M01,2.8
JTS300000000000000TSR,Manufacturing,hires,2023,M12,2.8
JTS300000000000000TSR,Manufacturing,hires,2023,M11,2.8
JTS300000000000000TSR,Manufacturing,hires,2023,M10,2.8
JTS300000000000000TSR,Manufacturing,hires,2023,M09,2.9
JTS300000000000000TSR,Manufacturing,hires,2023,M08,3.0
JTS300000000000000TSR,Manufacturing,hires,2023,M07,3.1
JTS300000000000000TSR,Manufacturing,hires,2023,M06,3.0
JTS300000000000000TSR,Manufacturing,hires,2023,M05,3.5
JTS300000000000000TSR,Manufacturing,hires,2023,M04,3.0
JTS300000000000000TSR,Manufacturing,hires,2023,M03,3.2
JTS300000000000000TSR,Manufacturing,hires,2023,M02,3.5
JTS300000000000000TSR,Manufacturing,hires,2023,M01,3.2
JTS300000000000000TSR,Manufacturing,hires,2022,M12,3.2
JTS300000000000000TSR,Manufacturing,hires,2022,M11,3.2
JTS300000000000000TSR,Manufacturing,hires,2022,M10,3.1
JTS300000000000000TSR,Manufacturing,hires,2022,M09,3.0
JTS300000000000000TSR,Manufacturing,hires,2022,M08,3.5
JTS300000000000000TSR,Manufacturing,hires,2022,M07,3.1
JTS300000000000000TSR,Manufacturing,hires,2022,M06,3.5
JTS300000000000000TSR,Manufacturing,hires,2022,M05,3.4
JTS300000000000000TSR,Manufacturing,hires,2022,M04,3.6
JTS300000000000000TSR,Manufacturing,hires,2022,M03,3.7
JTS300000000000000TSR,Manufacturing,hires,2022,M02,3.6
JTS300000000000000TSR,Manufacturing,hires,2022,M01,3.6
JTS300000000000000TSR,Manufacturing,hires,2021,M12,3.6
JTS300000000000000TSR,Manufacturing,hires,2021,M11,3.5
JTS300000000000000TSR,Manufacturing,hires,2021,M10,3.4
JTS300000000000000TSR,Manufacturing,hires,2021,M09,3.7
JTS300000000000000TSR,Manufacturing,hires,2021,M08,3.5
JTS300000000000000TSR,Manufacturing,hires,2021,M07,3.4
JTS300000000000000TSR,Manufacturing,hires,2021,M06,3.4
JTS300000000000000TSR,Manufacturing,hires,2021,M05,3.1
JTS300000000000000TSR,Manufacturing,hires,2021,M04,3.5
JTS300000000000000TSR,Manufacturing,hires,2021,M03,3.3
JTS300000000000000TSR,Manufacturing,hires,2021,M02,3.0
JTS300000000000000TSR,Manufacturing,hires,2021,M01,3.0
JTS300000000000000TSR,Manufacturing,hires,2020,M12,3.3
JTS300000000000000TSR,Manufacturing,hires,2020,M11,3.2
JTS300000000000000TSR,Manufacturing,hires,2020,M10,3.1
JTS300000000000000TSR,Manufacturing,hires,2020,M09,3.0
JTS300000000000000TSR,Manufacturing,hires,2020,M08,2.9
JTS300000000000000TSR,Manufacturing,hires,2020,M07,3.1
JTS300000000000000TSR,Manufacturing,hires,2020,M06,3.5
JTS300000000000000TSR,Manufacturing,hires,2020,M05,2.7
JTS300000000000000TSR,Manufacturing,hires,2020,M04,7.3
JTS300000000000000TSR,Manufacturing,hires,2020,M03,6.9
JTS300000000000000TSR,Manufacturing,hires,2020,M02,2.7
JTS300000000000000TSR,Manufacturing,hires,2020,M01,2.7
JTS300000000000000QUR,Manufacturing,quits,2026,M03,1.4
JTS300000000000000QUR,Manufacturing,quits,2026,M02,1.3
JTS300000000000000QUR,Manufacturing,quits,2026,M01,1.3
JTS300000000000000QUR,Manufacturing,quits,2025,M12,1.4
JTS300000000000000QUR,Manufacturing,quits,2025,M11,1.5
JTS300000000000000QUR,Manufacturing,quits,2025,M10,1.3
JTS300000000000000QUR,Manufacturing,quits,2025,M09,1.4
JTS300000000000000QUR,Manufacturing,quits,2025,M08,1.3
JTS300000000000000QUR,Manufacturing,quits,2025,M07,1.4
JTS300000000000000QUR,Manufacturing,quits,2025,M06,1.4
JTS300000000000000QUR,Manufacturing,quits,2025,M05,1.2
JTS300000000000000QUR,Manufacturing,quits,2025,M04,1.4
JTS300000000000000QUR,Manufacturing,quits,2025,M03,1.5
JTS300000000000000QUR,Manufacturing,quits,2025,M02,1.4
JTS300000000000000QUR,Manufacturing,quits,2025,M01,1.5
JTS300000000000000QUR,Manufacturing,quits,2024,M12,1.5
JTS300000000000000QUR,Manufacturing,quits,2024,M11,1.5
JTS300000000000000QUR,Manufacturing,quits,2024,M10,1.6
JTS300000000000000QUR,Manufacturing,quits,2024,M09,1.5
JTS300000000000000QUR,Manufacturing,quits,2024,M08,1.7
JTS300000000000000QUR,Manufacturing,quits,2024,M07,1.7
JTS300000000000000QUR,Manufacturing,quits,2024,M06,1.6
JTS300000000000000QUR,Manufacturing,quits,2024,M05,1.7
JTS300000000000000QUR,Manufacturing,quits,2024,M04,1.7
JTS300000000000000QUR,Manufacturing,quits,2024,M03,1.4
JTS300000000000000QUR,Manufacturing,quits,2024,M02,1.7
JTS300000000000000QUR,Manufacturing,quits,2024,M01,1.7
JTS300000000000000QUR,Manufacturing,quits,2023,M12,1.8
JTS300000000000000QUR,Manufacturing,quits,2023,M11,1.8
JTS300000000000000QUR,Manufacturing,quits,2023,M10,1.7
JTS300000000000000QUR,Manufacturing,quits,2023,M09,1.8
JTS300000000000000QUR,Manufacturing,quits,2023,M08,1.8
JTS300000000000000QUR,Manufacturing,quits,2023,M07,1.9
JTS300000000000000QUR,Manufacturing,quits,2023,M06,2.0
JTS300000000000000QUR,Manufacturing,quits,2023,M05,2.2
JTS300000000000000QUR,Manufacturing,quits,2023,M04,1.9
JTS300000000000000QUR,Manufacturing,quits,2023,M03,2.1
JTS300000000000000QUR,Manufacturing,quits,2023,M02,2.4
JTS300000000000000QUR,Manufacturing,quits,2023,M01,2.2
JTS300000000000000QUR,Manufacturing,quits,2022,M12,2.0
JTS300000000000000QUR,Manufacturing,quits,2022,M11,2.1
JTS300000000000000QUR,Manufacturing,quits,2022,M10,2.1
JTS300000000000000QUR,Manufacturing,quits,2022,M09,2.0
JTS300000000000000QUR,Manufacturing,quits,2022,M08,2.3
JTS300000000000000QUR,Manufacturing,quits,2022,M07,2.1
JTS300000000000000QUR,Manufacturing,quits,2022,M06,2.5
JTS300000000000000QUR,Manufacturing,quits,2022,M05,2.4
JTS300000000000000QUR,Manufacturing,quits,2022,M04,2.6
JTS300000000000000QUR,Manufacturing,quits,2022,M03,2.7
JTS300000000000000QUR,Manufacturing,quits,2022,M02,2.6
JTS300000000000000QUR,Manufacturing,quits,2022,M01,2.4
JTS300000000000000QUR,Manufacturing,quits,2021,M12,2.6
JTS300000000000000QUR,Manufacturing,quits,2021,M11,2.5
JTS300000000000000QUR,Manufacturing,quits,2021,M10,2.4
JTS300000000000000QUR,Manufacturing,quits,2021,M09,2.7
JTS300000000000000QUR,Manufacturing,quits,2021,M08,2.4
JTS300000000000000QUR,Manufacturing,quits,2021,M07,2.4
JTS300000000000000QUR,Manufacturing,quits,2021,M06,2.4
JTS300000000000000QUR,Manufacturing,quits,2021,M05,2.1
JTS300000000000000QUR,Manufacturing,quits,2021,M04,2.4
JTS300000000000000QUR,Manufacturing,quits,2021,M03,2.2
JTS300000000000000QUR,Manufacturing,quits,2021,M02,2.2
JTS300000000000000QUR,Manufacturing,quits,2021,M01,2.1
JTS300000000000000QUR,Manufacturing,quits,2020,M12,2.1
JTS300000000000000QUR,Manufacturing,quits,2020,M11,2.1
JTS300000000000000QUR,Manufacturing,quits,2020,M10,2.0
JTS300000000000000QUR,Manufacturing,quits,2020,M09,2.0
JTS300000000000000QUR,Manufacturing,quits,2020,M08,1.8
JTS300000000000000QUR,Manufacturing,quits,2020,M07,1.6
JTS300000000000000QUR,Manufacturing,quits,2020,M06,1.5
JTS300000000000000QUR,Manufacturing,quits,2020,M05,1.3
JTS300000000000000QUR,Manufacturing,quits,2020,M04,0.8
JTS300000000000000QUR,Manufacturing,quits,2020,M03,1.2
JTS300000000000000QUR,Manufacturing,quits,2020,M02,1.5
JTS300000000000000QUR,Manufacturing,quits,2020,M01,1.5
JTS540099000000000TSR,Prof/Business,hires,2026,M03,4.6
JTS540099000000000TSR,Prof/Business,hires,2026,M02,3.9
JTS540099000000000TSR,Prof/Business,hires,2026,M01,4.5
JTS540099000000000TSR,Prof/Business,hires,2025,M12,4.1
JTS540099000000000TSR,Prof/Business,hires,2025,M11,4.5
JTS540099000000000TSR,Prof/Business,hires,2025,M10,4.6
JTS540099000000000TSR,Prof/Business,hires,2025,M09,4.7
JTS540099000000000TSR,Prof/Business,hires,2025,M08,4.9
JTS540099000000000TSR,Prof/Business,hires,2025,M07,4.7
JTS540099000000000TSR,Prof/Business,hires,2025,M06,4.8
JTS540099000000000TSR,Prof/Business,hires,2025,M05,4.6
JTS540099000000000TSR,Prof/Business,hires,2025,M04,4.7
JTS540099000000000TSR,Prof/Business,hires,2025,M03,4.7
JTS540099000000000TSR,Prof/Business,hires,2025,M02,4.5
JTS540099000000000TSR,Prof/Business,hires,2025,M01,4.7
JTS540099000000000TSR,Prof/Business,hires,2024,M12,4.3
JTS540099000000000TSR,Prof/Business,hires,2024,M11,4.2
JTS540099000000000TSR,Prof/Business,hires,2024,M10,4.3
JTS540099000000000TSR,Prof/Business,hires,2024,M09,4.6
JTS540099000000000TSR,Prof/Business,hires,2024,M08,4.6
JTS540099000000000TSR,Prof/Business,hires,2024,M07,4.1
JTS540099000000000TSR,Prof/Business,hires,2024,M06,4.2
JTS540099000000000TSR,Prof/Business,hires,2024,M05,4.2
JTS540099000000000TSR,Prof/Business,hires,2024,M04,4.2
JTS540099000000000TSR,Prof/Business,hires,2024,M03,4.8
JTS540099000000000TSR,Prof/Business,hires,2024,M02,4.7
JTS540099000000000TSR,Prof/Business,hires,2024,M01,4.6
JTS540099000000000TSR,Prof/Business,hires,2023,M12,4.7
JTS540099000000000TSR,Prof/Business,hires,2023,M11,4.4
JTS540099000000000TSR,Prof/Business,hires,2023,M10,4.8
JTS540099000000000TSR,Prof/Business,hires,2023,M09,4.5
JTS540099000000000TSR,Prof/Business,hires,2023,M08,4.6
JTS540099000000000TSR,Prof/Business,hires,2023,M07,4.8
JTS540099000000000TSR,Prof/Business,hires,2023,M06,4.7
JTS540099000000000TSR,Prof/Business,hires,2023,M05,4.3
JTS540099000000000TSR,Prof/Business,hires,2023,M04,4.7
JTS540099000000000TSR,Prof/Business,hires,2023,M03,4.7
JTS540099000000000TSR,Prof/Business,hires,2023,M02,4.5
JTS540099000000000TSR,Prof/Business,hires,2023,M01,4.8
JTS540099000000000TSR,Prof/Business,hires,2022,M12,4.9
JTS540099000000000TSR,Prof/Business,hires,2022,M11,5.0
JTS540099000000000TSR,Prof/Business,hires,2022,M10,4.9
