# OSM coverage layer (man_made/telecom=data_center). Real locations; capacity NOT in OSM.
# Auto-ingested via Overpass; country by point-in-polygon.
name,operator,iso3,country,lat,lng,type
Edificio de Operaciones,,CRI,Costa Rica,10.6483,-85.6526,colocation
Equinix FR8.1,Equinix,DEU,Germany,50.0985,8.5859,hyperscale
Equinix SV4,Equinix,USA,United States of America,37.4145,-122.0146,hyperscale
Verizon - Bloomington Network,Verizon,USA,United States of America,44.8072,-93.3754,colocation
DigiCo SYD1,DigiCo,AUS,Australia,-33.8756,151.1977,colocation
Stellanor London East,Stellanor Data Centers,GBR,United Kingdom,51.5139,-0.0725,colocation
Datacenter des Douanes,Direction des douanes,FRA,France,49.0542,2.0668,colocation
H5 Data Centers San Antonio,H5 Data Centers,USA,United States of America,29.4294,-98.4869,colocation
OPCORE DC5,OPCORE,FRA,France,49.0538,2.1379,colocation
Magyar Telekom,Magyar Telekom,HUN,Hungary,47.4421,18.9728,colocation
Marysville Place,,CAN,Canada,45.9782,-66.5888,colocation
Visual Online,,DEU,Germany,49.5951,6.2234,colocation
Datum Datacentres (MCR2),,GBR,United Kingdom,53.3786,-2.2585,colocation
Datacenter France Travail,France Travail,FRA,France,43.6263,3.9093,colocation
RBS Melville Gate Data Centre,Natwest Group,GBR,United Kingdom,55.8943,-3.0866,colocation
Aureon,,USA,United States of America,41.5880,-93.6310,colocation
Salle Serveurs CCCM,,FRA,France,45.2553,6.3966,colocation
Rechenzentrum PFALZKOM  DCRN I,Pfalzkom GmbH,DEU,Germany,49.4264,8.3594,colocation
Selectel Berzarina,Selectel,RUS,Russia,55.7911,37.4670,colocation
Selectel,,RUS,Russia,59.8872,30.3291,colocation
Data center,,FRA,France,48.8566,2.4926,colocation
Google Data Center,Google,BEL,Belgium,50.4677,3.8645,hyperscale
Euregiocenter,,BEL,Belgium,50.7902,6.0568,colocation
Datacenter IBM,IBM,FRA,France,48.8326,2.6929,colocation
BNP Paribas Centre de Traitement Informatique (CTI) Marne No,BNP Paribas,FRA,France,48.8303,2.7295,colocation
Euroclear,Euroclear,FRA,France,48.8320,2.7297,colocation
Datacenter Sirius,Natixis,FRA,France,48.6214,2.5534,colocation
Datacenter Bouygues Télécom,Bouygues Telecom,FRA,France,48.7944,2.0358,colocation
Inexio,,DEU,Germany,49.3187,6.7544,colocation
Data center,,RUS,Russia,55.8855,37.5146,colocation
BNP Paribas Marne Sud,BNP Paribas,FRA,France,48.8172,2.6425,colocation
Datacenter Oxya,Oxya,FRA,France,48.8293,2.5873,colocation
Sungard AS IT,Sungard AS,FRA,France,48.8372,2.6410,colocation
Euclyde DC6,Euclyde,FRA,France,48.8392,2.6306,colocation
Sungard AS IT,Sungard AS,FRA,France,48.8370,2.6419,colocation
nLighten France,nLighten France,FRA,France,48.8398,2.6286,colocation
Datacenter Banque de France,Banque de France,FRA,France,48.8414,2.6246,colocation
Datacenter Banque de France,Banque de France,FRA,France,48.8391,2.7879,colocation
Reynoldston Cable Landing Station,Cable & Wireless,GBR,United Kingdom,51.5794,-4.1752,colocation
Brean Cable Landing Station,Cable & Wireless,GBR,United Kingdom,51.2860,-3.0132,colocation
Datacenter,SOCIETE TECHNOLOGIE EXPLOITATION INFORMA,FRA,France,48.7655,2.0571,colocation
NextDC A1,NextDC,AUS,Australia,-34.9257,138.6079,colocation
Patmos Hosting  Inc.,Patmos Hosting  Inc.,USA,United States of America,39.0945,-94.5794,colocation
Boreus Rechenzentrum GmbH,,,,54.3369,13.0691,colocation
Euroclear,Euroclear,FRA,France,48.8389,2.5368,colocation
Data center,,IDN,Indonesia,-6.2346,106.8268,colocation
Unix-Solutions BV,Unix-Solutions BV,BEL,Belgium,50.8753,4.4994,colocation
Cyber Tower,,IDN,Indonesia,-6.2379,106.8235,colocation
Digital Realty New York HVN10,Digital Realty,USA,United States of America,41.2407,-73.1473,hyperscale
NTT,NTT,JPN,Japan,31.5871,130.5577,colocation
Lincoln Rackhouse,,USA,United States of America,41.7721,-88.2171,colocation
Datacenter ArteOne,Artefact,FRA,France,45.1576,1.5092,colocation
Datacenter IBM,IBM,FRA,France,50.5652,3.0308,colocation
Worldline Dassault,Worldline,FRA,France,50.5669,3.0403,colocation
Cogent Dijon,Cogent,FRA,France,47.3088,5.0305,colocation
SM4,Euro Information,FRA,France,50.6776,3.0171,colocation
SM3,Euro Information,FRA,France,50.6784,3.0168,colocation
DC Chodov,O2 Czech Republic a.s.,CZE,Czech Republic,50.0252,14.5035,colocation
IBM Horsham,IBM,GBR,United Kingdom,51.0216,-0.3505,colocation
Digital Realty CH1,Digital Realty,USA,United States of America,41.9942,-87.9619,hyperscale
Extension centre de calcul IN2P3,IN2P3,FRA,France,45.7827,4.8661,colocation
EBRC Resilience Centre Luxembourg West,,LUX,Luxembourg,49.6487,5.9579,colocation
Bouygues Télécom,Bouygues Télécom,FRA,France,47.2760,-1.5497,colocation
Cologix TOR4,,CAN,Canada,43.8507,-79.3427,colocation
VocaLink,,GBR,United Kingdom,53.9758,-1.5690,colocation
GasLINE,GasLINE,DEU,Germany,50.4467,7.7816,colocation
Dernbach 2,GasLINE,DEU,Germany,50.4467,7.7810,colocation
GasLINE,GasLINE,DEU,Germany,50.4467,7.7808,colocation
Dernbach 3,GasLINE,DEU,Germany,50.4469,7.7812,colocation
GasLINE,GasLINE,DEU,Germany,50.4467,7.7812,colocation
Dernbach 1,GasLINE,DEU,Germany,50.4458,7.7849,colocation
Dernbach 1,GasLINE,DEU,Germany,50.4459,7.7849,colocation
Datacenter Groupama,Groupama,FRA,France,47.0599,2.3569,colocation
Ark Data Centres Meridian Park,Ark Data Centres,GBR,United Kingdom,51.6195,-0.0415,colocation
H5 Minneapolis,H5,USA,United States of America,44.9722,-93.1475,colocation
Iron Mountain Records Storage,Iron Mountain,USA,United States of America,33.4204,-112.0413,colocation
Interactive 2 Data Centre,Interactive,AUS,Australia,-37.8325,144.9355,colocation
Interactive 2 Data Centre,Interactive,AUS,Australia,-37.8326,144.9348,colocation
Datacenter Bouygues Télécom,Bouygues Telecom,FRA,France,48.9732,2.0436,colocation
Equinix SV8,Equinix,USA,United States of America,37.4459,-122.1608,hyperscale
Data center,,FIN,Finland,60.4366,22.2574,colocation
iomart Glasgow Data Centre,iomart,GBR,United Kingdom,55.8511,-4.2835,colocation
SFR,SFR,FRA,France,47.2243,-1.6349,colocation
名氣通香港2號數據中心 TGT Hong Kong Data Centre 2,,,,22.2867,114.2746,colocation
CNAF Sophia-Antipolis,CNAF,FRA,France,43.6233,7.0389,colocation
Tata Communications Highbridge Datacentre,Tata Communications,GBR,United Kingdom,51.2275,-2.9632,colocation
HKCOLO,,,,22.2906,114.2746,colocation
Albiréo,Albiant IT,FRA,France,43.5541,2.2747,colocation
Telecom HUB,,,,-8.5256,179.1934,colocation
Greenfield,Crédit Agricole,FRA,France,48.4509,1.4382,colocation
Webaxys,,FRA,France,49.5184,0.3506,colocation
Data center,,HRV,Croatia,45.8180,15.8875,colocation
TYO3 Tokyo Data Center,Digital Edge,JPN,Japan,35.6978,139.7058,colocation
NCSA Petascale Computing Facility,,USA,United States of America,40.0953,-88.2420,colocation
LexisNexus Springfield,,USA,United States of America,39.9128,-83.7237,colocation
Datacenter Orange,Orange,FRA,France,48.7866,2.2186,colocation
OPCORE DC2,OPCORE,FRA,France,48.7948,2.4118,colocation
OPCORE DC3,OPCORE,FRA,France,48.7748,2.3793,colocation
Datacenter Oostkamp,Data Center United,BEL,Belgium,51.1667,3.2362,colocation
net.DE AG,,DEU,Germany,52.4088,9.7278,colocation
Interoute Bordeaux,Interoute,FRA,France,44.7810,-0.5374,colocation
Lumen,Lumen Technologies,FRA,France,48.9824,2.5193,colocation
CE Colo,CE Colo Czech s.r.o.,CZE,Czech Republic,50.0602,14.4829,colocation
Google Data Center GBL1,Google,BEL,Belgium,50.4692,3.8654,hyperscale
Equinix FR5,Equinix,DEU,Germany,50.0988,8.6321,hyperscale
Data center,,DEU,Germany,50.0991,8.6327,colocation
I.T.E.N.O.S. Frankfurt - C,,DEU,Germany,50.0994,8.6322,colocation
Data center,,DEU,Germany,50.0993,8.6314,colocation
DATA4 Paris Marcoussis PAR2,Data4,FRA,France,48.6643,2.2083,colocation
data4,data4,FRA,France,48.6503,2.2250,colocation
data4,data4,FRA,France,48.6504,2.2261,colocation
data4,data4,FRA,France,48.6492,2.2259,colocation
data4,data4,FRA,France,48.6496,2.2250,colocation
S10,,BEL,Belgium,51.0237,3.7123,colocation
Equinix LS1,Equinix,PRT,Portugal,38.7879,-9.1233,hyperscale
Lloyds Banking Group Copley,,GBR,United Kingdom,53.7084,-1.8844,colocation
京阪奈データセンター,,JPN,Japan,34.7415,135.7664,colocation
Data center,,DNK,Denmark,55.6933,12.4204,colocation
DC Moeskroen,Datacenter United,BEL,Belgium,50.7522,3.2288,colocation
Data center,,ITA,Italy,44.5203,11.3599,colocation
Equinix Tokyo TY11,,JPN,Japan,35.6397,139.7924,colocation
SFR,SFR,FRA,France,47.2951,5.0319,colocation
Bouygues Télécom,Bouygues Télécom,FRA,France,47.2941,5.0310,colocation
Bouygues Télécom,Bouygues Télécom,FRA,France,47.2940,5.0312,colocation
Digital Realty ORD11,Digital Realty,USA,United States of America,41.8743,-87.6299,hyperscale
Rostelecom Nizhny Novgorod,Rostelecom,RUS,Russia,56.3393,43.8116,colocation
Rostelecom Nizhny Novgorod,Rostelecom,RUS,Russia,56.3396,43.8110,colocation
O,,BEL,Belgium,50.8148,4.3835,colocation
Zayo Velizy,Zayo,FRA,France,48.7807,2.2170,colocation
DC2SCALE Vélizy Latécoère,dc2scale,FRA,France,48.7843,2.2092,colocation
Equinix DU1,Equinix,DEU,Germany,51.2198,6.8070,hyperscale
Lumen,Lumen Technologies,USA,United States of America,33.4943,-112.0708,colocation
SCB Chaengwattana Building,,THA,Thailand,13.9059,100.5103,colocation
L3Harris Technologies Inc,,USA,United States of America,33.3053,-111.6717,colocation
AZ Labs,,USA,United States of America,33.3063,-111.6717,colocation
Serverfarm CH1,Serverfarm,USA,United States of America,41.8709,-87.6401,colocation
Datenstelle der Rentenversicherung,Deutsche Rentenversicherung Bund,DEU,Germany,49.7459,9.9563,colocation
La Pointe 1,Worldline,FRA,France,50.5668,3.0284,colocation
SFR Netcenter Bordeaux,SFR,FRA,France,44.8889,-0.5565,colocation
VAN3,Cologix,CAN,Canada,49.2594,-123.0297,colocation
Serverfarm LON1 – London Data Center,Serverfarm,GBR,United Kingdom,51.4467,-0.4543,colocation
T‑Mobile Polska centrum danych,,POL,Poland,50.0394,20.0245,colocation
Aligned Energy Data Center,,USA,United States of America,33.6591,-112.1112,colocation
Archivo Judicial,,CRI,Costa Rica,10.0082,-84.1661,colocation
Lakeside Technology Center,,USA,United States of America,41.8537,-87.6183,colocation
Global Switch London East,Global Switch,GBR,United Kingdom,51.5109,-0.0034,colocation
Flexential Phoenix - Deer Valley,Flexential,USA,United States of America,33.6847,-112.0983,colocation
Digital Realty MRS2,Digital Realty,FRA,France,43.3386,5.3471,hyperscale
Digital Realty MRS3,Digital Realty,FRA,France,43.3387,5.3465,hyperscale
TierPoint,,USA,United States of America,36.1586,-95.9886,colocation
SFR,SFR,FRA,France,45.1867,5.7661,colocation
SFR,SFR,FRA,France,45.1870,5.7662,colocation
Bouygues Télécom,Bouygues Télécom,FRA,France,45.1868,5.7672,colocation
Equinix SV5,Equinix,USA,United States of America,37.2421,-121.7818,hyperscale
ICT Campus Bettembourg DC 1.2,LuxConnect,LUX,Luxembourg,49.5051,6.1134,colocation
ICT Campus Bettembourg DC 1.1,LuxConnect,LUX,Luxembourg,49.5050,6.1123,colocation
Pasha Technology Datacenter,Pasha Technology,AZE,Azerbaijan,40.4095,49.8336,colocation
Redcentric London City,Redcentric,GBR,United Kingdom,51.5229,-0.0829,colocation
EURaix,regioIT;synaix,BEL,Belgium,50.7773,6.1314,colocation
Data center,,BEL,Belgium,50.7779,6.0385,colocation
Vodafone,,GBR,United Kingdom,51.5515,-1.8471,colocation
Nationwide Swindon Technology Centre,Nationwide Building Society,GBR,United Kingdom,51.5722,-1.8367,colocation
Joule House,Equinix,GBR,United Kingdom,53.4680,-2.2934,hyperscale
Union Pacific Jack Koraleski Technology  Research & Developm,Union Pacific Railroad,USA,United States of America,41.3180,-96.0503,colocation
EBRC Resilience Centre Luxembourg South,,LUX,Luxembourg,49.4976,6.0522,colocation
ДатаПро,DataPro,RUS,Russia,55.7362,37.7212,colocation
DataBank Pittsburgh PIT2,,USA,United States of America,40.4514,-80.1902,colocation
Equinix KA1,Equinix,CAN,Canada,50.6756,-120.3799,hyperscale
ЦОД "Дубровка-1",Selectel,RUS,Russia,59.8344,30.9327,colocation
ЦОД "Дубровка-2",Selectel,RUS,Russia,59.8346,30.9338,colocation
Digital Realty FRA1,Digital Realty,DEU,Germany,50.1196,8.7357,hyperscale
Data center,,DEU,Germany,50.1215,8.7397,colocation
Digital Realty FRA9,Digital Realty,DEU,Germany,50.1196,8.7369,hyperscale
Molina Healthcare,Molina Healthcare,USA,United States of America,34.9955,-106.6180,colocation
Data center,,SVK,Slovakia,48.7408,21.2282,colocation
Switch12,Switch,USA,United States of America,36.0617,-115.2133,colocation
Switch Las Vegas 7,Switch,USA,United States of America,36.0599,-115.2102,colocation
Vantage Data Center (FRA1),Vantage Data Centers,DEU,Germany,50.1091,8.7438,colocation
Verizon Data Centre,,AUS,Australia,-33.8723,151.1946,colocation
CyrusOne FRA1,CyrusOne,DEU,Germany,50.1281,8.5829,colocation
Data center,,DEU,Germany,49.8642,8.6270,colocation
EdgeConneX CHI01,EdgeConneX,USA,United States of America,42.0008,-87.9508,colocation
Evolink,,BGR,Bulgaria,42.6773,23.2600,colocation
西東京データセンター 1号棟,,JPN,Japan,35.7170,139.5349,colocation
Digital Realty FRA8,Digital Realty,DEU,Germany,50.1192,8.7376,hyperscale
OVHcloud Roubaix - RBX3,,FRA,France,50.6929,3.1992,colocation
Starwood House,Tesco,GBR,United Kingdom,51.9812,-0.2069,colocation
Data center,,USA,United States of America,39.3778,-77.4115,colocation
Hertfordshire Data Centre,,GBR,United Kingdom,51.8079,-0.1864,colocation
Data center,,BRA,Brazil,-23.6482,-46.5283,colocation
Pulsant South London,Pulsant,GBR,United Kingdom,51.3536,-0.1195,colocation
NTT,NTT,GBR,United Kingdom,51.7642,-0.4345,colocation
Data center,,,,-18.1539,49.4136,colocation
Data Center Aruba IT1,Aruba s.p.a.,ITA,Italy,43.4596,11.8381,colocation
Winterton Cable Landing Station,Vodafone,,,52.7182,1.6918,colocation
Archivio di Stato,,ITA,Italy,40.9144,14.7873,colocation
Data center,,NZL,New Zealand,-36.4327,174.6681,colocation
Skyways,Verizon,GBR,United Kingdom,51.4595,-0.4100,colocation
Cirion Technologies,Cirion Technologies,ARG,Argentina,-32.9104,-60.7253,colocation
Verizon Wireline Network Building,,USA,United States of America,40.4949,-74.4431,colocation
NTT DATA Business Solutions Global Managed Services,NTT,DEU,Germany,51.1940,14.3464,colocation
Centro de datos Triara Querétaro,Triara,MEX,Mexico,20.6115,-100.3942,colocation
Data center,,JPN,Japan,35.8073,140.1169,colocation
Cable & Wireless Data Centre,Cable & Wireless,GBR,United Kingdom,51.5020,-0.0091,colocation
GRASS-MERKUR GmbH & Co. KG,GRASS-MERKUR GmbH & Co. KG,DEU,Germany,52.3685,9.8635,colocation
British Telecom Computer Centre,BT,GBR,United Kingdom,51.4856,-0.4831,colocation
RagingWire CA3,NTT,USA,United States of America,38.6442,-121.4988,colocation
RBS Data Centre,NatWest Group,GBR,United Kingdom,55.9452,-2.9012,colocation
Data center,,USA,United States of America,41.2215,-95.8638,colocation
Bouygues Télécom,Bouygues Télécom,FRA,France,44.7243,-0.5298,colocation
Planet IC,,DEU,Germany,53.5983,11.4185,colocation
Digital Realty LHR19,Digital Realty,GBR,United Kingdom,51.4968,-0.0188,hyperscale
Data center,,VNM,Vietnam,10.7892,106.6948,colocation
Яндекс ДЦ Сасово,Yandex,RUS,Russia,54.3719,41.9422,colocation
360 Spear Street Data Center,Digital Realty,USA,United States of America,37.7890,-122.3901,hyperscale
EURaix Evolution,regioIT,BEL,Belgium,50.7964,6.1132,colocation
NOS Imopolis II,NOS,PRT,Portugal,38.7251,-9.2305,colocation
NOS Imopolis I,NOS,PRT,Portugal,38.7260,-9.2306,colocation
Equinix New York Secaucus NY5,Equinix,USA,United States of America,40.7786,-74.0723,hyperscale
Equinix New York Secaucus NY4,Equinix,USA,United States of America,40.7764,-74.0698,hyperscale
Equinix NY3,Equinix,USA,United States of America,40.7749,-74.0690,hyperscale
Equinix New York Secaucus NY2,Equinix,USA,United States of America,40.7773,-74.0759,hyperscale
Centersquare NYC3 Data Center,Centersquare,USA,United States of America,40.7862,-74.0692,colocation
Telehouse South,Telehouse,GBR,United Kingdom,51.5070,-0.0035,colocation
Data center,,DEU,Germany,50.9148,6.3848,colocation
QTS Sacramento,Quality Technology Services,USA,United States of America,38.6464,-121.4863,colocation
Data center,,POL,Poland,50.1586,19.4777,colocation
British Airways,British Airways,GBR,United Kingdom,51.4713,-0.4233,colocation
Data center,,USA,United States of America,39.2906,-94.6759,colocation
Data center,,USA,United States of America,39.2956,-94.6735,colocation
Black Rock Financial Management,,USA,United States of America,39.2955,-94.6780,colocation
Data center,,USA,United States of America,39.3024,-94.6848,colocation
NorthC Berlin 2,NorthC,DEU,Germany,52.4529,13.4284,colocation
Cherokee Data Center,,USA,United States of America,36.2625,-95.9100,colocation
NEC神戸システムセンター,,JPN,Japan,34.7241,135.0173,colocation
Global Switch London North,Global Switch,GBR,United Kingdom,51.5111,-0.0056,colocation
CyrusOne Chicago Aurora CME,CyrusOne,USA,United States of America,41.7966,-88.2438,colocation
R89,,GBR,United Kingdom,51.5740,-1.3153,colocation
LRZ SuperMUC-NG,Leibniz-Rechenzentrum (LRZ) der Bayerisc,DEU,Germany,48.2618,11.6665,colocation
Digital Space DC - Newark,Digital Space Group Limited,GBR,United Kingdom,53.0790,-0.7921,colocation
Digital Space DC - Newark,Digital Space Group Limited,GBR,United Kingdom,53.0790,-0.7923,colocation
Digital Space DC - Newark,Digital Space Group Limited,GBR,United Kingdom,53.0791,-0.7924,colocation
Xfinity/Comcast Data Center,,USA,United States of America,39.5883,-104.8324,colocation
DXC Wynyard Data Center,HPE,GBR,United Kingdom,54.6333,-1.3101,colocation
Redcentric Elland Data Centre,Redcentric,GBR,United Kingdom,53.6939,-1.8214,colocation
IU Data Center,Indiana University,USA,United States of America,39.1744,-86.5007,colocation
BT Computer Centre,,GBR,United Kingdom,51.7701,-0.3206,colocation
DXC Technology,,AUS,Australia,-37.8574,145.1652,colocation
IO Datacenter,,USA,United States of America,40.5208,-74.3472,colocation
DataBank Piscataway EWR2,,USA,United States of America,40.5492,-74.4582,colocation
Optimum,,USA,United States of America,40.5468,-74.4920,colocation
Equinix,Equinix,USA,United States of America,40.5449,-74.4954,hyperscale
Barclays Datacenter,Barclays,USA,United States of America,40.5472,-74.4597,colocation
Digital Realty New York EWR12,Digital Realty,USA,United States of America,40.5529,-74.4592,hyperscale
Digital Realty New York EWR11,Digital Realty,USA,United States of America,40.5538,-74.4571,hyperscale
Cirion Technologies,Cirion Technologies,ARG,Argentina,-34.5900,-58.4669,colocation
Vantage Data Center FRA31,Vantage Data Centers,DEU,Germany,50.0165,8.4565,colocation
Intergate Seattle East Building 2,,USA,United States of America,47.4950,-122.2906,colocation
Intergate Seattle East Building 1,Sabey,USA,United States of America,47.4949,-122.2882,colocation
Equinix SV15,Equinix,USA,United States of America,37.3755,-121.9884,hyperscale
Equinix SV16,Equinix,USA,United States of America,37.3761,-121.9887,hyperscale
Equinix SV17,Equinix,USA,United States of America,37.3765,-121.9886,hyperscale
Equinix SV14,Equinix,USA,United States of America,37.3750,-121.9885,hyperscale
IBM Data Centre,,NZL,New Zealand,-36.9428,174.8703,colocation
CoreSite SV4,CoreSite,USA,United States of America,37.3763,-121.9707,colocation
Telehouse North,Telehouse,GBR,United Kingdom,51.5121,-0.0020,colocation
Telehouse East,Telehouse,GBR,United Kingdom,51.5115,-0.0013,colocation
澳門檔案館 Arquivo de Macau,,,,22.1988,113.5469,colocation
IXcellerate North MOS 1,IXcellerate,RUS,Russia,55.8625,37.5774,colocation
GridJet,,GBR,United Kingdom,53.7831,-1.5735,colocation
GridJet,,GBR,United Kingdom,53.7829,-1.5735,colocation
数字北京,,CHN,China,39.9940,116.3818,colocation
Siemens EAGLE Data Center,Siemens,DEU,Germany,48.0949,11.5301,colocation
Data center,,DEU,Germany,49.9749,8.4502,colocation
RBC Guelph Data Centre,Royal Bank of Canada,CAN,Canada,43.4969,-80.2087,colocation
Lumen Santa Clara,Lumen Technologies,USA,United States of America,37.3770,-121.9521,colocation
Prime Santa Clara,Prime,USA,United States of America,37.3750,-121.9532,colocation
Digital Realty Silicon Valley SJC10,Digital Realty,USA,United States of America,37.3758,-121.9533,hyperscale
Colovore,,USA,United States of America,37.3767,-121.9531,colocation
Digital Realty Silicon Valley SJC30,Digital Realty,USA,United States of America,37.3783,-121.9581,hyperscale
Digital Realty Silicon Valley SJC15,Digital Realty,USA,United States of America,37.3750,-121.9541,hyperscale
Digital Realty Silicon Valley SJC16,Digital Realty,USA,United States of America,37.3749,-121.9560,hyperscale
Digital Realty Silicon Valley SJC29,Digital Realty,USA,United States of America,37.3750,-121.9581,hyperscale
Csquare SFO4,Csquare,USA,United States of America,37.3758,-121.9552,colocation
Prime SANTA CLARA DATA CENTER,Prime,USA,United States of America,37.3750,-121.9549,colocation
Digital Realty Silicon Valley SJC11,Digital Realty,USA,United States of America,37.3764,-121.9486,hyperscale
Lumen,Lumen Technologies,USA,United States of America,37.3776,-121.9507,colocation
Silicon Valley SJC31,Digital Realty,USA,United States of America,37.3722,-121.9483,hyperscale
Data center,,USA,United States of America,37.3798,-121.9499,colocation
Evocative Santa Clara SJC11,,USA,United States of America,37.3895,-121.9619,colocation
QTS Chicago,Quality Technology Services,USA,United States of America,41.8422,-87.6689,colocation
Iron Mountain Data & Record Storage,Iron Mountain,USA,United States of America,41.8487,-87.6455,colocation
野村総合研究所 東京第一DC,,JPN,Japan,35.6281,139.4202,colocation
Data Storage Centers,,USA,United States of America,33.4217,-112.0343,colocation
TierPoint,TierPoint,USA,United States of America,42.6857,-71.2086,colocation
OADC Rondebosch,Open Access Data Centres,ZAF,South Africa,-33.9604,18.4722,colocation
Markley Data Center,Markley Group,USA,United States of America,42.6303,-71.3046,colocation
Flexential Charlotte - South,Flexential,USA,United States of America,35.1354,-80.9368,colocation
OVHcloud Ożarów (WAW-1),OVH Sp. z o.o.,POL,Poland,52.2080,20.8082,colocation
EBRC Resilience Centre Luxembourg East,,DEU,Germany,49.6940,6.3247,colocation
Kyndryl UK Ltd,,GBR,United Kingdom,51.5425,-0.3366,colocation
Rechenzentrum Ellhofen,Stack IT,DEU,Germany,49.1459,9.3080,colocation
nLighten Nottingham,nLighten,GBR,United Kingdom,53.0065,-1.2145,colocation
Hauszmann adatközpont,,HUN,Hungary,47.4666,19.0460,colocation
Digital Realty Data Center,Digital Realty,USA,United States of America,33.3446,-111.8992,hyperscale
WKNJ00,Deutsche Telekom,AUT,Austria,48.7342,13.6034,colocation
CyrusOne LON2,CyrusOne,GBR,United Kingdom,51.5028,-0.4463,colocation
Comcast,Comcast,USA,United States of America,47.6933,-122.3173,colocation
Equinix DC97,Equinix,USA,United States of America,38.9616,-77.3774,hyperscale
Vidéotron,Vidéotron,CAN,Canada,45.5286,-73.6106,colocation
Amazon IAD-55,Amazon Web Services,USA,United States of America,38.8150,-77.6487,hyperscale
Kao Data KLON-05,Kao Data,GBR,United Kingdom,51.5453,-0.3639,colocation
CTI Biopharma,,USA,United States of America,47.6178,-122.3567,colocation
Westin Building,Digital Realty,USA,United States of America,47.6144,-122.3389,hyperscale
COPT Data Center,,USA,United States of America,38.7473,-77.5318,colocation
Dell 350 Holger Way,,USA,United States of America,37.4184,-121.9431,colocation
SV Colo,SV Colo,USA,United States of America,37.3643,-121.9588,colocation
Centro de Procesamiento de Datos Norte,Banco Santander,ESP,Spain,43.3928,-3.7532,colocation
Centro de Procesamiento de Datos Sur,Banco Santander,ESP,Spain,43.3902,-3.7537,colocation
Datacenter Claro,Claro Argentina,ARG,Argentina,-34.5739,-58.4450,colocation
Microsoft,Microsoft,USA,United States of America,37.3621,-121.9465,hyperscale
OVH US East Vint Hill,,USA,United States of America,38.7474,-77.6745,colocation
Telefonica Data Centre,Telefonica,GBR,United Kingdom,51.5249,-0.6378,colocation
Equinix LD11x,Equinix,GBR,United Kingdom,51.5231,-0.6377,hyperscale
Equinix LD4,Equinix,GBR,United Kingdom,51.5235,-0.6361,hyperscale
EDF,EDF,FRA,France,49.0115,1.3982,colocation
EDF,EDF,FRA,France,49.0118,1.3974,colocation
EDF,EDF,FRA,France,49.0116,1.3978,colocation
Datacenter EDF,EDF,FRA,France,49.0120,1.3982,colocation
TYO2 Tokyo Data Center,Digital Edge,JPN,Japan,35.6875,139.7796,colocation
OVHcloud LIM1-3 Rechenzentrum,OVH GmbH,DEU,Germany,50.4089,8.0624,colocation
Equinix FR7,Equinix,DEU,Germany,50.0974,8.6438,hyperscale
EWE TEL GmbH,EWE TEL GmbH,DEU,Germany,53.1371,8.2470,colocation
NCAR-Wyoming Supercomputing Center,University Corporation for Atmospheric R,USA,United States of America,41.1287,-104.8974,colocation
The Seattle Times,H5 Data Centers,USA,United States of America,47.6190,-122.3365,colocation
Google Data Center The Dalles Oregon,Google,USA,United States of America,45.6320,-121.2012,hyperscale
Google Data Center,Google,CHL,Chile,-33.3584,-70.6949,hyperscale
Segra Data Center,,USA,United States of America,35.7250,-78.6624,colocation
General Logistics Systems Germany GmbH & Co. OHG,GLS IT Services GmbH,DEU,Germany,50.9086,9.5855,colocation
Equinix Ashburn DC2,Equinix,USA,United States of America,39.0164,-77.4591,hyperscale
H5 Data Centers Ashburn,H5 Data Centers,USA,United States of America,39.0137,-77.4517,colocation
OVHcloud Roubaix - RBX4,,FRA,France,50.6912,3.2008,colocation
Proginov,,FRA,France,47.0892,-1.5555,colocation
Fujitsu Homebush Data Centre,,AUS,Australia,-33.8498,151.0716,colocation
TierPoint Sioux Falls West Data Center,,USA,United States of America,43.6070,-96.8092,colocation
Lumen McLean,Lumen Technologies,USA,United States of America,38.9200,-77.2116,colocation
DataBank McLean IAD2,DataBank,USA,United States of America,38.9199,-77.2136,colocation
eBay,,USA,United States of America,40.5636,-112.0478,colocation
Virtus LONDON1,,GBR,United Kingdom,51.6519,-0.0554,colocation
Equinix Chicago Data CH7,Equinix,USA,United States of America,41.8126,-87.9729,hyperscale
Airedale Exchange,Spark New Zealand,NZL,New Zealand,-36.8552,174.7647,colocation
Spark Data Centre,Spark New Zealand,NZL,New Zealand,-36.8548,174.7644,colocation
PhoenixNAP,,USA,United States of America,33.4161,-112.0095,colocation
Pier Data Centre,DC Alliance,AUS,Australia,-32.0594,115.9161,colocation
Merrill Lynch Data Center,Merrill Lynch,USA,United States of America,40.6074,-74.1732,colocation
Telehouse Teleport,Telehouse,USA,United States of America,40.6070,-74.1749,colocation
BCX,BCX,ZAF,South Africa,-25.9784,28.1239,colocation
NorthC Frankfurt 3,NorthC,DEU,Germany,50.1036,8.6198,colocation
TDF,,FRA,France,50.6485,3.0401,colocation
Datacenter Groupama,Groupama,FRA,France,48.0699,-1.8369,colocation
32 Avenue of the Americas,,USA,United States of America,40.7200,-74.0046,colocation
Data center,,USA,United States of America,38.9059,-77.4690,colocation
Digital Realty,Digital Realty,USA,United States of America,38.9101,-77.4726,hyperscale
Edinburgh SC-3,Pulsant,GBR,United Kingdom,55.9294,-3.4097,colocation
