release_date,date_start,date_end,geo_id,geo_name,geography,level,facet,variable,cluster_name,value
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,0.011335357194043
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",0.0044299097080168
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise internal management or business partners on the implementation or operation of compliance programs.,0.0042996182460163
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise management about issues such as resource utilization, tax strategies, and the assumptions underlying budget forecasts.",0.0027361207020103
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.051334836028195
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,0.0022149548540084
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise management on short-term and long-term financial objectives, policies, and actions.",0.0039087438600148
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",0.0078174877200297
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures and classification programs.",0.0074266133340282
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise managers on organizational policy matters such as equal employment opportunity and sexual harassment, and recommend needed changes.",0.0079477791820302
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise or assist in obtaining patents or meeting other legal requirements.,0.0143320608200544
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.,0.011595940118044
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.0213677997680811
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise patients and community members concerning diet, activity, hygiene, and disease prevention.",0.0022149548540084
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",0.0196740107620747
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",0.0080780706440306
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise producers about improved products and techniques that could enhance their animal production efforts.,0.0046904926320178
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",0.0048207840940183
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",0.0028664121640108
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise students on academic and vocational curricula and career issues.,0.0040390353220153
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advise students on academic and vocational curricula and on career issues.,0.0224101314640851
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise students on academic and vocational curricula, and on career issues.",0.026058292400099
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.0105536084220401
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise students on course selection, career decisions, and other academic and vocational concerns.",0.0096415681880366
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise students on internships, prospective employers, and job placement services.",0.0031269950880118
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise students on issues such as course selection, progress toward graduation, and career decisions.",0.0065145731000247
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advise teaching and administrative staff in curriculum development, use of materials and equipment, and implementation of state and federal programs and procedures.",0.0024755377780094
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,advocate for accessible health care that minimizes environmental health risks.,0.0032572865500123
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"advocate for patients' and families' needs, or provide emotional support for patients and their families.",0.0040390353220153
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,agree on buying or selling prices at optimal levels for clients.,0.0019543719300074
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",0.0022149548540084
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"align, adjust, or calibrate equipment according to specifications.",0.0211072168440802
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",0.0505530872561921
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.",0.0058631157900222
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.0191528449140727
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",0.0178499302940678
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and classify risks and investments to determine their potential impacts on companies.,0.0375239410561425
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders.",0.0037784523980143
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,0.0057328243280217
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and evaluate robotic systems or prototypes.,0.0049510755560188
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.1398027387265312
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and implement engineering designs for producing electronic devices and systems and microprocessor-based control applications, applying principles of mathematics, digital signal processing, network analysis, and computer engineering.",0.010814191346041
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and interpret data to increase the understanding of human social behavior.,0.0883376112363356
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and interpret news and information received from various sources to broadcast the information.,0.0082083621060311
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.0213677997680811
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.0504227957941916
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.025537126552097
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and interpret statistical data to identify significant differences in relationships among sources of information.,0.0020846633920079
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,0.0069054474860262
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",0.0062539901760237
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and record personnel or operational data and write related activity reports.,0.0039087438600148
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.0681424346262589
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze and report computer network security breaches or attempted breaches.,0.0458625946241742
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",0.0019543719300074
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.0310093679561178
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",0.0065145731000247
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.1656004482026292
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze changes designed to improve the environmental performance of complex systems to avoid unintended negative consequences.,0.0199345936860757
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze characteristics of animals to identify and classify them.,0.0396086044481505
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze clinical data using appropriate statistical tools.,0.011595940118044
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze clinical or survey data using statistical approaches such as longitudinal analysis, mixed effect modeling, logistic regression analyses, and model building techniques.",0.0044299097080168
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",0.011856523042045
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze competitive market strategies through analysis of related product, market, or share trends.",0.0409115190681554
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze completed police reports to determine what additional information and investigative work is needed.,0.0102930254980391
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.0312699508801188
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",0.0088598194160336
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.0340060715821292
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.0112050657320425
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze customer bills and utility rate structures to select optimal rate structures for customers.,0.0020846633920079
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze data from surveys, old records, or case studies, using statistical software.",0.0298367447981133
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.0315305338041198
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.0290549960261104
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze data to determine answers to questions from customers or members of the public.,0.0273612070201039
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze data to determine feasibility of product proposals.,0.0045602011700173
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze data to determine the effectiveness of specific treatments or therapy approaches.,0.0054722414040207
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze data to determine the effectiveness of treatments or therapy approaches.,0.0044299097080168
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",0.0036481609360138
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",0.0023452463160089
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze details of sales territories to assess their growth potential and to set quotas.,0.0029967036260113
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.0057328243280217
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.1232557230524683
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.0205860509960782
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze employment-related data and prepare required reports.,0.0042996182460163
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze energy requirements and distribution systems to maximize the use of intermittent or inflexible renewable energy sources, such as wind or nuclear.",0.0062539901760237
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.",0.0041693267840158
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze equipment performance records to assess equipment functioning.,0.0057328243280217
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze equipment performance records to determine the need for repair or replacement.,0.0035178694740133
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze existing development or manufacturing procedures and suggest improvements.,0.0109444828080415
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.025015960704095
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze experimental data and interpret results to write reports and summaries of findings.,0.1215619340464619
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze factors such as weather reports, fuel requirements, or maps to determine air routes.",0.0022149548540084
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,0.0269703326341024
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",0.0049510755560188
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.012638271814048
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.0878164453883337
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.0618884444502351
2025-02-10,2025-02-10,2025-02-10,GLOBAL,Global,global,0,onet_task,onet_task_pct,"analyze geographic distributions of physical and cultural phenomena on local, regional, continental, or global scales.",0.0027361207020103
